ASV	Kingdom	Phylum	Class	Order	Family	Genus
Seq_9828	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Simkaniaceae	Unclassified
Seq_9829	Bacteria	Dependentiae	Babeliae	Babeliales	Incertae Sedis	UBA12409
Seq_9830	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	Unclassified
Seq_9831	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	cvE6	Unclassified
Seq_9833	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	Unclassified
Seq_9835	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Pedosphaerales	Pedosphaeraceae	Unclassified
Seq_9836	Bacteria	Pseudomonadota	Alphaproteobacteria	Elsterales	Unclassified	Unclassified
Seq_9838	Bacteria	Pseudomonadota	Gammaproteobacteria	Rickettsiellales	Rickettsiellaceae	Unclassified
Seq_9839	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	Unclassified	Unclassified
Seq_9840	Bacteria	Dependentiae	Babeliae	Babeliales	Babeliaceae	Unclassified
Seq_9841	Bacteria	Pseudomonadota	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella
Seq_9842	Bacteria	Dependentiae	Babeliae	Babeliales	Babeliaceae	Unclassified
Seq_9843	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Unclassified
Seq_9845	Bacteria	Patescibacteria	Parcubacteria	Unclassified	Unclassified	Unclassified
Seq_9846	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Simkaniaceae	Unclassified
Seq_9847	Bacteria	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
Seq_9848	Bacteria	Cyanobacteriota	Vampirivibrionia	Obscuribacterales	Obscuribacteraceae	Unclassified
Seq_9849	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Unclassified
Seq_9850	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Pedosphaerales	Pedosphaeraceae	Unclassified
Seq_9854	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	Unclassified	Unclassified
Seq_9858	Bacteria	Pseudomonadota	Alphaproteobacteria	Unclassified	Unclassified	Unclassified
Seq_9859	Bacteria	Myxococcota	Polyangiia	Polyangiales	Polyangiaceae	Pajaroellobacter
Seq_9860	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Magnetospirillaceae	Unclassified
Seq_9861	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	SM2D12	Unclassified
Seq_9862	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Acidiferrimicrobium
Seq_9863	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Unclassified	Unclassified
Seq_9864	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	CWT CU03-E12	Unclassified
Seq_9865	Bacteria	Myxococcota	Polyangiia	Polyangiales	Polyangiaceae	Pajaroellobacter
Seq_9866	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Unclassified	Unclassified
Seq_9867	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	cvE6	Unclassified
Seq_9868	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	SM2D12	Unclassified
Seq_9869	Bacteria	Pseudomonadota	Gammaproteobacteria	Unclassified	Unclassified	Unclassified
Seq_9870	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	SM2D12	Unclassified
Seq_9871	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Unclassified
Seq_9872	Bacteria	Dependentiae	Babeliae	Babeliales	Babeliaceae	Unclassified
Seq_9873	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unclassified
Seq_9874	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	cvE6	Unclassified
Seq_9876	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	cvE6	Unclassified
Seq_9877	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Parachlamydiaceae	Neochlamydia
Seq_9878	Bacteria	Acidobacteriota	Acidobacteriae	Terriglobales	Acidobacteriaceae (Subgroup 1)	Unclassified
Seq_9879	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Simkaniaceae	Unclassified
Seq_9880	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	SM2D12	Unclassified
Seq_9881	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmata
Seq_9882	Bacteria	Dependentiae	Babeliae	Babeliales	Babeliaceae	Unclassified
Seq_9883	Bacteria	Patescibacteria	Parcubacteria	Unclassified	Unclassified	Unclassified
Seq_9884	Bacteria	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
Seq_9885	Bacteria	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
Seq_9886	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	Unclassified	Unclassified
Seq_9887	Bacteria	Pseudomonadota	Alphaproteobacteria	Elsterales	Unclassified	Unclassified
Seq_9888	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales	Unclassified	Unclassified
Seq_9889	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Unclassified
Seq_9890	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	Unclassified	Unclassified
Seq_9891	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unclassified
Seq_9892	Bacteria	Cyanobacteriota	Vampirivibrionia	Obscuribacterales	Obscuribacteraceae	Unclassified
Seq_9893	Bacteria	Actinomycetota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus
Seq_9894	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	Unclassified
Seq_9895	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Simkaniaceae	Unclassified
Seq_9896	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	Unclassified	Unclassified
Seq_9897	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup 2	Unclassified	Unclassified
Seq_9898	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Pseudobdellovibrionaceae	Unclassified
Seq_9899	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Unclassified
Seq_9900	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Parachlamydiaceae	Candidatus Protochlamydia
Seq_9901	Bacteria	Patescibacteria	Parcubacteria	Candidatus Jorgensenbacteria	Unclassified	Unclassified
Seq_9902	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter
Seq_9903	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Unclassified
Seq_9905	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unclassified
Seq_9906	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unclassified
Seq_9907	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Candidatus Trichorickettsia
Seq_9908	Bacteria	Bacillota	Bacilli	Exiguobacterales	Exiguobacteraceae	Exiguobacterium
Seq_9911	Bacteria	Elusimicrobiota	Elusimicrobia	Lineage IV	Unclassified	Unclassified
Seq_9912	Bacteria	Pseudomonadota	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella
Seq_9913	Bacteria	Pseudomonadota	Alphaproteobacteria	Unclassified	Unclassified	Unclassified
Seq_9914	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	SM2D12	Unclassified
Seq_9915	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	cvE6	Unclassified
Seq_9916	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Acidiferrimicrobium
Seq_9917	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unclassified
Seq_9918	Bacteria	Pseudomonadota	Gammaproteobacteria	Rickettsiellales	Rickettsiellaceae	Aquicella
Seq_9920	Bacteria	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
Seq_9921	Bacteria	Patescibacteria	Parcubacteria	Candidatus Jorgensenbacteria	Unclassified	Unclassified
Seq_9922	Bacteria	Elusimicrobiota	Elusimicrobia	Lineage IV	Unclassified	Unclassified
Seq_9923	Bacteria	Dependentiae	Babeliae	Babeliales	Incertae Sedis	UBA12409
Seq_9924	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
Seq_9925	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
Seq_9926	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unclassified
Seq_9927	Bacteria	Patescibacteria	Parcubacteria	Unclassified	Unclassified	Unclassified
Seq_9928	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	Unclassified
Seq_9929	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Parachlamydiaceae	Candidatus Protochlamydia
Seq_9930	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomataceae	Unclassified
Seq_9933	Bacteria	Pseudomonadota	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Candidatus Endonucleariobacter
Seq_9934	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidocella
Seq_9935	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Unclassified	Unclassified
Seq_9936	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unclassified
Seq_9937	Bacteria	Verrucomicrobiota	Verrucomicrobiia	S-BQ2-57 soil group	Unclassified	Unclassified
Seq_9938	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Unclassified
Seq_9939	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	Unclassified
Seq_9940	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	Unclassified
Seq_9943	Bacteria	Pseudomonadota	Gammaproteobacteria	Unclassified	Unclassified	Unclassified
Seq_9944	Bacteria	Myxococcota	Myxococcia	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter
Seq_9945	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter
Seq_9946	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Simkaniaceae	Unclassified
Seq_9947	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Parachlamydiaceae	Candidatus Protochlamydia
Seq_9948	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Opitutales	Opitutaceae	Unclassified
Seq_9949	Bacteria	Pseudomonadota	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Candidatus Ovatusbacter
Seq_9950	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Magnetospirillaceae	Telmatospirillum
Seq_9951	Bacteria	Pseudomonadota	Alphaproteobacteria	Unclassified	Unclassified	Unclassified
Seq_9952	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Parachlamydiaceae	Unclassified
Seq_9953	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Pedosphaerales	Pedosphaeraceae	Unclassified
Seq_9954	Bacteria	Bacillota	Clostridia	Clostridiales	Clostridiaceae	Clostridium
Seq_9955	Bacteria	Pseudomonadota	Gammaproteobacteria	Rickettsiellales	Rickettsiellaceae	Aquicella
Seq_9956	Bacteria	Pseudomonadota	Gammaproteobacteria	Rickettsiellales	Rickettsiellaceae	Unclassified
Seq_9957	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	cvE6	Unclassified
Seq_9958	Bacteria	Chloroflexota	Chloroflexia	Elev-1554	Unclassified	Unclassified
Seq_9959	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	Unclassified	Unclassified
Seq_9960	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Unclassified	Unclassified
Seq_9961	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Unclassified
Seq_9962	Bacteria	Pseudomonadota	Alphaproteobacteria	Paracaedibacterales	Paracaedibacteraceae	Unclassified
Seq_9963	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	SM2D12	Unclassified
Seq_9964	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Unclassified	Unclassified
Seq_9965	Bacteria	Acidobacteriota	Acidobacteriae	Terriglobales	Acidobacteriaceae (Subgroup 1)	Unclassified
Seq_9966	Bacteria	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
Seq_9967	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Unclassified	Unclassified
Seq_9968	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Microbacteriaceae	Curtobacterium
Seq_9969	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Unclassified	Unclassified
Seq_9970	Bacteria	Actinomycetota	Actinobacteria	Frankiales	Unclassified	Unclassified
Seq_9971	Bacteria	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Rhodanobacteraceae	Dyella
Seq_9972	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Unclassified	Unclassified
Seq_9973	Bacteria	Myxococcota	Polyangiia	Haliangiales	Haliangiaceae	Unclassified
Seq_9974	Bacteria	Bacillota	Bacilli	Thermoactinomycetales	Thermoactinomycetaceae	Unclassified
Seq_9975	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Unclassified	Unclassified
Seq_9978	Bacteria	Verrucomicrobiota	Verrucomicrobiia	S-BQ2-57 soil group	Unclassified	Unclassified
Seq_9979	Bacteria	Pseudomonadota	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Candidatus Berkiella
Seq_9980	Bacteria	Pseudomonadota	Gammaproteobacteria	Rickettsiellales	Rickettsiellaceae	Unclassified
Seq_9981	Bacteria	Pseudomonadota	Gammaproteobacteria	Rickettsiellales	Rickettsiellaceae	Unclassified
Seq_9982	Bacteria	Pseudomonadota	Alphaproteobacteria	Unclassified	Unclassified	Unclassified
Seq_9983	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	Unclassified
Seq_9985	Bacteria	Actinomycetota	Actinobacteria	Unclassified	Unclassified	Unclassified
Seq_9987	Bacteria	Pseudomonadota	Gammaproteobacteria	EV818SWSAP88	Unclassified	Unclassified
Seq_9988	Bacteria	Pseudomonadota	Gammaproteobacteria	Rickettsiellales	Rickettsiellaceae	Unclassified
Seq_9992	Bacteria	Pseudomonadota	Alphaproteobacteria	Unclassified	Unclassified	Unclassified
Seq_9993	Bacteria	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
Seq_9994	Bacteria	Pseudomonadota	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Candidatus Ovatusbacter
Seq_9996	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Opitutales	Opitutaceae	Unclassified
Seq_9998	Bacteria	Bacillota	Unclassified	Unclassified	Unclassified	Unclassified
Seq_10000	Bacteria	Pseudomonadota	Gammaproteobacteria	Salinisphaerales	Nevskiaceae	Stenotrophobium
Seq_10001	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	Unclassified
Seq_10003	Bacteria	Pseudomonadota	Gammaproteobacteria	Rickettsiellales	Rickettsiellaceae	Unclassified
Seq_10004	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Unclassified
Seq_10005	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unclassified
Seq_10006	Bacteria	Myxococcota	Myxococcia	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter
Seq_10008	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Unclassified	Unclassified
Seq_10010	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	Unclassified
Seq_10011	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Simkaniaceae	Unclassified
Seq_10012	Bacteria	Myxococcota	Myxococcia	Myxococcales	Unclassified	Unclassified
Seq_10014	Bacteria	Pseudomonadota	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Candidatus Berkiella
Seq_10019	Bacteria	Elusimicrobiota	Elusimicrobia	Lineage IV	Unclassified	Unclassified
Seq_10020	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	SM2D12	Unclassified
Seq_10021	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Unclassified
Seq_10022	Bacteria	Pseudomonadota	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Acidibacter
Seq_10023	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Pedosphaerales	Pedosphaeraceae	Pedosphaera
Seq_10024	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidisoma
Seq_10025	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	Unclassified
Seq_10026	Bacteria	Acidobacteriota	Acidobacteriae	Terriglobales	Unclassified	Unclassified
Seq_10027	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Parachlamydiaceae	Candidatus Protochlamydia
Seq_10028	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Simkaniaceae	Unclassified
Seq_10029	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Parachlamydiaceae	Candidatus Protochlamydia
Seq_10030	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unclassified
Seq_10031	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unclassified
Seq_10032	Bacteria	Bacillota	Clostridia	Clostridiales	Clostridiaceae	Clostridium
Seq_10033	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
Seq_10034	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unclassified
Seq_10035	Bacteria	Pseudomonadota	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella
Seq_10036	Bacteria	Myxococcota	Myxococcia	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter
Seq_10037	Bacteria	Acidobacteriota	Acidobacteriae	Terriglobales	Acidobacteriaceae (Subgroup 1)	Granulicella
Seq_10039	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unclassified
Seq_10040	Bacteria	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
Seq_10041	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unclassified
Seq_10042	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
Seq_10043	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Unclassified
Seq_10044	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	Unclassified	Unclassified
Seq_10045	Bacteria	Pseudomonadota	Alphaproteobacteria	Elsterales	Unclassified	Unclassified
Seq_10046	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Pseudobdellovibrionaceae	Unclassified
Seq_10047	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Parachlamydiaceae	Unclassified
Seq_10048	Bacteria	Pseudomonadota	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	Unclassified
Seq_10049	Bacteria	Cyanobacteriota	Vampirivibrionia	Obscuribacterales	Obscuribacteraceae	Unclassified
Seq_10050	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Waddliaceae	Waddlia
Seq_10051	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	Unclassified
Seq_10052	Bacteria	Pseudomonadota	Alphaproteobacteria	Unclassified	Unclassified	Unclassified
Seq_10053	Bacteria	Armatimonadota	Chthonomonadia	Chthonomonadales	Chthonomonadaceae	Chthonomonas
Seq_10054	Bacteria	Actinomycetota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus
Seq_10055	Bacteria	Elusimicrobiota	Lineage IIa	Unclassified	Unclassified	Unclassified
Seq_10056	Bacteria	Pseudomonadota	Gammaproteobacteria	Rickettsiellales	Rickettsiellaceae	Unclassified
Seq_10057	Bacteria	Pseudomonadota	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella
Seq_10058	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmata
Seq_10059	Bacteria	Pseudomonadota	Gammaproteobacteria	Unclassified	Unclassified	Unclassified
Seq_10060	Bacteria	Pseudomonadota	Gammaproteobacteria	Unclassified	Unclassified	Unclassified
Seq_10061	Bacteria	Pseudomonadota	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella
Seq_10062	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Methylacidiphilales	Methylacidiphilaceae	Unclassified
Seq_10064	Bacteria	Pseudomonadota	Alphaproteobacteria	Paracaedibacterales	Paracaedibacteraceae	Unclassified
Seq_10065	Bacteria	Acidobacteriota	Acidobacteriae	Terriglobales	Acidobacteriaceae (Subgroup 1)	Granulicella
Seq_10066	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	Unclassified
Seq_10068	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	cvE6	Unclassified
Seq_10069	Bacteria	Bacteroidota	Bacteroidia	Unclassified	Unclassified	Unclassified
Seq_10070	Bacteria	Actinomycetota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus
Seq_10071	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Parachlamydiaceae	Candidatus Protochlamydia
Seq_10072	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Unclassified
Seq_10073	Bacteria	Myxococcota	Polyangiia	Polyangiales	Phaselicystaceae	Phaselicystis
Seq_10075	Bacteria	Pseudomonadota	Gammaproteobacteria	Unclassified	Unclassified	Unclassified
Seq_10076	Bacteria	Pseudomonadota	Alphaproteobacteria	Unclassified	Unclassified	Unclassified
Seq_10077	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	Unclassified
Seq_10078	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Simkaniaceae	Unclassified
Seq_10079	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Parachlamydiaceae	Unclassified
Seq_10080	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	cvE6	Unclassified
Seq_10081	Bacteria	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
Seq_10083	Bacteria	Patescibacteria	Parcubacteria	Unclassified	Unclassified	Unclassified
Seq_10084	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
Seq_10085	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	Unclassified	Unclassified
Seq_10086	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	Unclassified	Unclassified
Seq_10087	Bacteria	Pseudomonadota	Unclassified	Unclassified	Unclassified	Unclassified
Seq_10088	Bacteria	Pseudomonadota	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella
Seq_10089	Bacteria	Pseudomonadota	Gammaproteobacteria	Rickettsiellales	Rickettsiellaceae	Unclassified
Seq_10091	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Magnetospirillaceae	Unclassified
Seq_10092	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	cvE6	Unclassified
Seq_10093	Bacteria	Acidobacteriota	Subgroup 5	Unclassified	Unclassified	Unclassified
Seq_10094	Bacteria	Pseudomonadota	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella
Seq_10095	Bacteria	Pseudomonadota	Gammaproteobacteria	Rickettsiellales	Rickettsiellaceae	Unclassified
Seq_10097	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Unclassified
Seq_10098	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Waddliaceae	Waddlia
Seq_10099	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
Seq_10100	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Unclassified
Seq_10101	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	cvE6	Unclassified
Seq_10104	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Pedosphaerales	Pedosphaeraceae	ADurb.Bin063-1
Seq_10105	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	Unclassified
Seq_10106	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Chthoniobacterales	Terrimicrobiaceae	Terrimicrobium
Seq_10107	Bacteria	Armatimonadota	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	Unclassified
Seq_10108	Bacteria	Dependentiae	Babeliae	Babeliales	Babeliaceae	Unclassified
Seq_10110	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Parachlamydiaceae	Unclassified
Seq_10112	Bacteria	Chloroflexota	Chloroflexia	Unclassified	Unclassified	Unclassified
Seq_10113	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	Chryseotalea
Seq_10115	Bacteria	Planctomycetota	vadinHA49	Unclassified	Unclassified	Unclassified
Seq_10116	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	Unclassified
Seq_10117	Bacteria	Pseudomonadota	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Candidatus Ovatusbacter
Seq_10119	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Unclassified
Seq_10120	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	SM2D12	Unclassified
Seq_10121	Bacteria	Armatimonadota	Chthonomonadia	Chthonomonadales	Chthonomonadaceae	Chthonomonas
Seq_10122	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Parachlamydiaceae	Candidatus Protochlamydia
Seq_10123	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
Seq_10127	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	SM2D12	Unclassified
Seq_10128	Bacteria	Dependentiae	Babeliae	Babeliales	Unclassified	Unclassified
Seq_10129	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Nemorincola
Seq_10130	Bacteria	Bacillota	Desulfitobacteriia	Desulfitobacteriales	Desulfitobacteriaceae	Desulfosporosinus
Seq_10132	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unclassified
Seq_10134	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Rhodoferax
Seq_10135	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unclassified
Seq_10136	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Beijerinckiaceae	Methylorubrum
Seq_10137	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Pedosphaerales	Pedosphaeraceae	Unclassified
Seq_10138	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Parachlamydiaceae	Neochlamydia
Seq_10139	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Unclassified	Unclassified
Seq_10141	Bacteria	Pseudomonadota	Alphaproteobacteria	Unclassified	Unclassified	Unclassified
Seq_10142	Bacteria	Dependentiae	Babeliae	Babeliales	Babeliaceae	Unclassified
